,O1/theta,O1/alpha,O1/betaL,O1/betaH,O1/gamma,O2/theta,O2/alpha,O2/betaL,O2/betaH,O2/gamma,TIME
556,0.471,0.172,0.096,0.3,0.301,0.28,0.336,0.162,0.091,0.121,1606228943.5679
557,0.483,0.187,0.116,0.263,0.284,0.264,0.39,0.15,0.1,0.145,1606228943.6929
558,0.458,0.218,0.159,0.238,0.263,0.239,0.413,0.147,0.11,0.16,1606228943.8177
559,0.396,0.251,0.221,0.236,0.244,0.209,0.402,0.151,0.121,0.159,1606228943.943
560,0.319,0.274,0.29,0.256,0.231,0.181,0.367,0.16,0.132,0.144,1606228944.0682
561,0.254,0.288,0.355,0.291,0.226,0.163,0.326,0.176,0.145,0.12,1606228944.1929
562,0.224,0.308,0.409,0.326,0.227,0.162,0.301,0.199,0.157,0.097,1606228944.3185
563,0.232,0.357,0.442,0.346,0.234,0.178,0.308,0.229,0.165,0.083,1606228944.4439
564,0.265,0.451,0.451,0.341,0.246,0.204,0.348,0.269,0.165,0.081,1606228944.5686
565,0.303,0.583,0.439,0.312,0.26,0.23,0.41,0.315,0.158,0.09,1606228944.6937
566,0.339,0.739,0.412,0.271,0.275,0.248,0.481,0.361,0.145,0.104,1606228944.8191
567,0.374,0.896,0.377,0.232,0.285,0.257,0.551,0.393,0.131,0.116,1606228944.9439
568,0.407,1.026,0.335,0.207,0.285,0.258,0.606,0.398,0.117,0.122,1606228945.069
569,0.435,1.099,0.285,0.201,0.273,0.259,0.636,0.367,0.108,0.121,1606228945.1946
570,0.46,1.096,0.233,0.206,0.248,0.267,0.635,0.311,0.103,0.114,1606228945.3197
571,0.484,1.019,0.195,0.215,0.218,0.29,0.603,0.259,0.105,0.106,1606228945.4453
572,0.509,0.908,0.196,0.223,0.191,0.324,0.547,0.247,0.112,0.102,1606228945.5706
573,0.534,0.82,0.254,0.232,0.177,0.357,0.474,0.294,0.127,0.108,1606228945.6955
574,0.558,0.793,0.374,0.249,0.182,0.38,0.392,0.399,0.149,0.127,1606228945.8204
575,0.578,0.828,0.532,0.278,0.201,0.394,0.315,0.532,0.177,0.153,1606228945.9458
576,0.12,0.148,0.181,0.255,0.137,0.094,0.092,0.046,0.058,0.051,1606228961.8378
577,0.127,0.199,0.192,0.295,0.152,0.068,0.093,0.051,0.058,0.052,1606228961.9629
578,0.142,0.255,0.223,0.346,0.163,0.063,0.102,0.072,0.063,0.054,1606228962.0876
579,0.173,0.301,0.281,0.395,0.166,0.076,0.113,0.106,0.071,0.056,1606228962.2131
580,0.22,0.324,0.354,0.425,0.165,0.097,0.124,0.142,0.08,0.055,1606228962.3381
581,0.274,0.319,0.422,0.433,0.163,0.116,0.134,0.17,0.088,0.053,1606228962.4629
582,0.318,0.295,0.462,0.421,0.168,0.126,0.143,0.185,0.094,0.051,1606228962.5882
583,0.334,0.267,0.463,0.4,0.183,0.129,0.157,0.191,0.102,0.051,1606228962.7134
584,0.308,0.249,0.427,0.377,0.203,0.13,0.179,0.201,0.117,0.058,1606228962.8382
585,0.253,0.248,0.365,0.353,0.221,0.142,0.207,0.222,0.141,0.071,1606228962.9635
586,0.182,0.256,0.296,0.325,0.228,0.174,0.231,0.257,0.174,0.088,1606228963.0888
587,0.12,0.263,0.244,0.29,0.219,0.23,0.247,0.297,0.207,0.106,1606228963.2135
588,0.083,0.264,0.219,0.253,0.198,0.297,0.252,0.328,0.23,0.119,1606228963.3388
589,0.084,0.262,0.222,0.221,0.174,0.362,0.25,0.349,0.236,0.125,1606228963.4642
590,0.118,0.264,0.243,0.2,0.156,0.407,0.255,0.376,0.225,0.126,1606228963.5893
591,0.171,0.277,0.281,0.193,0.148,0.422,0.28,0.446,0.203,0.125,1606228963.7147
592,0.224,0.306,0.342,0.199,0.149,0.408,0.344,0.595,0.181,0.128,1606228963.8401
593,0.262,0.353,0.426,0.207,0.152,0.372,0.463,0.83,0.165,0.137,1606228963.965
594,0.277,0.416,0.523,0.206,0.15,0.326,0.646,1.104,0.157,0.151,1606228964.0903
595,0.266,0.489,0.61,0.193,0.145,0.276,0.882,1.326,0.153,0.167,1606228964.2156
596,0.233,0.559,0.661,0.171,0.138,0.226,1.136,1.409,0.149,0.18,1606228964.3405
597,0.191,0.614,0.658,0.148,0.136,0.182,1.369,1.316,0.144,0.186,1606228964.4653
598,0.155,0.64,0.606,0.133,0.14,0.154,1.54,1.079,0.139,0.187,1606228964.5907
599,0.137,0.63,0.526,0.129,0.151,0.151,1.62,0.786,0.134,0.184,1606228964.7158
