,O1/theta,O1/alpha,O1/betaL,O1/betaH,O1/gamma,O2/theta,O2/alpha,O2/betaL,O2/betaH,O2/gamma,TIME
555,0.289,0.525,0.272,0.314,0.436,0.319,0.454,0.205,0.129,0.148,1606228949.6989
556,0.236,0.503,0.318,0.288,0.447,0.246,0.389,0.208,0.104,0.159,1606228949.824
557,0.192,0.464,0.365,0.257,0.437,0.182,0.331,0.206,0.084,0.164,1606228949.9494
558,0.166,0.411,0.406,0.23,0.411,0.14,0.283,0.201,0.069,0.162,1606228950.0744
559,0.155,0.35,0.43,0.213,0.374,0.122,0.244,0.193,0.062,0.152,1606228950.1993
560,0.149,0.289,0.431,0.204,0.332,0.117,0.215,0.182,0.059,0.136,1606228950.3247
561,0.142,0.238,0.41,0.199,0.29,0.116,0.199,0.175,0.057,0.116,1606228950.4496
562,0.134,0.21,0.37,0.192,0.249,0.115,0.201,0.176,0.055,0.098,1606228950.5746
563,0.132,0.213,0.321,0.181,0.213,0.112,0.219,0.187,0.051,0.087,1606228950.7
564,0.14,0.247,0.271,0.17,0.187,0.111,0.253,0.209,0.049,0.087,1606228950.8251
565,0.162,0.305,0.227,0.165,0.174,0.112,0.296,0.231,0.05,0.097,1606228950.9499
566,0.194,0.363,0.193,0.167,0.177,0.114,0.341,0.243,0.055,0.113,1606228951.0752
567,0.233,0.396,0.167,0.174,0.191,0.116,0.374,0.237,0.061,0.126,1606228951.2006
568,0.272,0.388,0.147,0.179,0.211,0.115,0.383,0.215,0.067,0.129,1606228951.3253
569,0.301,0.338,0.133,0.179,0.228,0.111,0.364,0.182,0.069,0.121,1606228951.4506
570,0.313,0.26,0.124,0.169,0.241,0.107,0.32,0.148,0.068,0.104,1606228951.5761
571,0.304,0.179,0.12,0.152,0.244,0.102,0.263,0.12,0.067,0.084,1606228951.7012
572,0.279,0.113,0.122,0.134,0.236,0.101,0.207,0.104,0.067,0.067,1606228951.8263
573,0.248,0.078,0.134,0.12,0.217,0.106,0.162,0.105,0.071,0.057,1606228951.9518
574,0.231,0.077,0.161,0.115,0.19,0.125,0.135,0.126,0.081,0.054,1606228952.0766
575,0.243,0.112,0.202,0.127,0.161,0.161,0.125,0.162,0.096,0.058,1606228952.2015
576,0.327,0.745,0.188,0.253,0.249,0.187,1.148,0.227,0.217,0.154,1606228958.7096
577,0.261,0.734,0.198,0.285,0.263,0.225,1.02,0.199,0.201,0.168,1606228958.8343
578,0.202,0.663,0.21,0.319,0.272,0.255,0.815,0.172,0.177,0.179,1606228958.9596
579,0.159,0.553,0.219,0.341,0.277,0.268,0.587,0.146,0.15,0.183,1606228959.0849
580,0.132,0.436,0.229,0.341,0.278,0.265,0.391,0.127,0.125,0.177,1606228959.2096
581,0.121,0.341,0.24,0.316,0.277,0.249,0.258,0.119,0.105,0.16,1606228959.3349
582,0.123,0.28,0.254,0.271,0.273,0.227,0.184,0.118,0.089,0.134,1606228959.4603
583,0.136,0.248,0.267,0.219,0.264,0.208,0.147,0.12,0.078,0.106,1606228959.5852
584,0.157,0.233,0.276,0.175,0.249,0.197,0.127,0.118,0.072,0.081,1606228959.7103
585,0.188,0.232,0.275,0.15,0.227,0.201,0.119,0.111,0.073,0.066,1606228959.836
586,0.23,0.244,0.26,0.146,0.202,0.222,0.127,0.1,0.082,0.061,1606228959.9613
587,0.29,0.261,0.233,0.159,0.179,0.263,0.15,0.089,0.097,0.065,1606228960.0858
588,0.373,0.273,0.202,0.182,0.164,0.319,0.182,0.083,0.112,0.071,1606228960.2111
589,0.477,0.275,0.178,0.21,0.16,0.382,0.214,0.086,0.125,0.079,1606228960.3362
590,0.583,0.263,0.166,0.249,0.17,0.433,0.241,0.098,0.135,0.086,1606228960.461
591,0.662,0.244,0.164,0.298,0.19,0.452,0.263,0.115,0.144,0.094,1606228960.5863
592,0.689,0.225,0.166,0.354,0.213,0.436,0.279,0.133,0.153,0.102,1606228960.7116
593,0.651,0.208,0.166,0.405,0.23,0.393,0.287,0.148,0.161,0.11,1606228960.8365
594,0.552,0.194,0.162,0.437,0.234,0.339,0.286,0.154,0.166,0.115,1606228960.9616
595,0.418,0.178,0.159,0.441,0.222,0.29,0.273,0.15,0.163,0.115,1606228961.0871
596,0.283,0.161,0.158,0.412,0.196,0.252,0.247,0.137,0.152,0.107,1606228961.2117
597,0.177,0.141,0.162,0.359,0.164,0.222,0.209,0.117,0.132,0.093,1606228961.3369
598,0.119,0.121,0.17,0.3,0.138,0.195,0.167,0.095,0.108,0.077,1606228961.4624
599,0.104,0.11,0.177,0.255,0.124,0.166,0.13,0.074,0.084,0.063,1606228961.5874
