,O1/theta,O1/alpha,O1/betaL,O1/betaH,O1/gamma,O2/theta,O2/alpha,O2/betaL,O2/betaH,O2/gamma,TIME
555,0.263,0.805,0.303,0.215,0.227,0.16,0.324,0.279,0.143,0.158,1606228940.3145
556,0.278,0.667,0.299,0.227,0.234,0.147,0.274,0.286,0.15,0.155,1606228940.44
557,0.318,0.544,0.297,0.238,0.23,0.148,0.237,0.28,0.15,0.147,1606228940.5651
558,0.373,0.455,0.295,0.247,0.215,0.169,0.222,0.262,0.142,0.132,1606228940.6902
559,0.422,0.4,0.293,0.252,0.193,0.202,0.227,0.236,0.129,0.115,1606228940.8156
560,0.449,0.364,0.292,0.254,0.17,0.233,0.24,0.208,0.117,0.103,1606228940.9408
561,0.444,0.333,0.288,0.251,0.152,0.256,0.25,0.186,0.111,0.101,1606228941.0656
562,0.408,0.291,0.275,0.243,0.143,0.271,0.251,0.171,0.112,0.112,1606228941.1909
563,0.356,0.239,0.249,0.228,0.141,0.284,0.241,0.164,0.119,0.132,1606228941.316
564,0.314,0.186,0.212,0.209,0.142,0.303,0.224,0.162,0.128,0.157,1606228941.4407
565,0.303,0.15,0.167,0.191,0.144,0.328,0.204,0.163,0.137,0.181,1606228941.566
566,0.324,0.139,0.122,0.178,0.148,0.352,0.181,0.163,0.147,0.196,1606228941.6913
567,0.359,0.152,0.086,0.175,0.157,0.36,0.158,0.163,0.153,0.199,1606228941.816
568,0.379,0.176,0.065,0.185,0.175,0.345,0.135,0.16,0.155,0.19,1606228941.9412
569,0.364,0.2,0.063,0.21,0.206,0.306,0.115,0.152,0.154,0.172,1606228942.0664
570,0.322,0.223,0.078,0.243,0.246,0.255,0.103,0.144,0.151,0.152,1606228942.1912
571,0.28,0.253,0.108,0.275,0.29,0.212,0.103,0.147,0.148,0.136,1606228942.3165
572,0.265,0.301,0.149,0.3,0.328,0.192,0.117,0.17,0.147,0.123,1606228942.4416
573,0.291,0.366,0.194,0.318,0.35,0.202,0.14,0.21,0.148,0.113,1606228942.5664
574,0.345,0.434,0.233,0.332,0.355,0.231,0.161,0.256,0.149,0.104,1606228942.6918
575,0.399,0.477,0.253,0.349,0.348,0.262,0.172,0.293,0.146,0.092,1606228942.8171
576,0.384,1.491,0.249,0.283,0.198,0.363,1.536,0.313,0.15,0.149,1606228955.5804
577,0.397,1.424,0.283,0.281,0.2,0.382,1.482,0.406,0.17,0.147,1606228955.7053
578,0.43,1.323,0.328,0.275,0.208,0.436,1.39,0.523,0.197,0.145,1606228955.8306
579,0.477,1.215,0.364,0.268,0.219,0.503,1.303,0.627,0.22,0.143,1606228955.9559
580,0.529,1.112,0.381,0.262,0.227,0.564,1.245,0.686,0.231,0.138,1606228956.0807
581,0.573,1.005,0.375,0.254,0.225,0.607,1.203,0.68,0.226,0.131,1606228956.206
582,0.594,0.876,0.357,0.242,0.213,0.622,1.137,0.619,0.207,0.122,1606228956.3314
583,0.583,0.716,0.337,0.225,0.194,0.601,1.013,0.522,0.182,0.114,1606228956.4563
584,0.538,0.547,0.318,0.204,0.174,0.543,0.828,0.417,0.16,0.108,1606228956.5813
585,0.466,0.412,0.301,0.185,0.16,0.459,0.626,0.324,0.144,0.104,1606228956.7068
586,0.384,0.348,0.279,0.174,0.156,0.365,0.458,0.248,0.137,0.1,1606228956.8317
587,0.305,0.357,0.248,0.174,0.159,0.274,0.356,0.183,0.134,0.096,1606228956.9568
588,0.237,0.413,0.205,0.182,0.163,0.195,0.325,0.128,0.133,0.091,1606228957.0825
589,0.189,0.477,0.16,0.191,0.166,0.14,0.351,0.096,0.132,0.088,1606228957.2073
590,0.168,0.522,0.127,0.195,0.168,0.111,0.418,0.119,0.133,0.088,1606228957.3322
591,0.166,0.537,0.113,0.191,0.169,0.1,0.514,0.205,0.136,0.091,1606228957.4578
592,0.178,0.527,0.117,0.182,0.171,0.098,0.62,0.337,0.141,0.096,1606228957.5828
593,0.205,0.498,0.131,0.173,0.174,0.097,0.711,0.477,0.146,0.101,1606228957.7075
594,0.245,0.461,0.15,0.169,0.179,0.094,0.769,0.586,0.15,0.104,1606228957.833
595,0.299,0.428,0.171,0.174,0.184,0.091,0.802,0.633,0.155,0.105,1606228957.9583
596,0.357,0.42,0.189,0.184,0.19,0.09,0.839,0.612,0.164,0.108,1606228958.0829
597,0.406,0.452,0.198,0.197,0.196,0.095,0.905,0.534,0.179,0.113,1606228958.2086
598,0.433,0.521,0.195,0.206,0.205,0.106,1.005,0.431,0.197,0.119,1606228958.334
599,0.427,0.611,0.186,0.215,0.217,0.124,1.11,0.335,0.213,0.129,1606228958.4588
